Title,Genre,Creators,Views,Likes,Subscribers,Rating,Release Date,Schedule,Synopsis
Fake Humans,thriller,"0-hwan2, Banyan, kim-badak",2539395.0,332976,138886,8.34,2021.0,Tuesday,"Having escaped her abusive mother, twenty-year-old Ji-a lives a modest life with her little sister, Su-a. When Su-a does not return from her field trip under sinister circumstances, Ji-a vows to do anything she can to get her sister back. As she and her high school friend Wonseung delve further into the mystery, they find that there might be a larger conspiracy under the surface -- a tangled web that includes a cult, a mystery, and powerful figures that might shake South Korea to its core."
Fallen to Paradise,romance,"BY, Wonderdream, YoonJu",12383799.0,1161557,324862,9.48,,Monday,"Ange, the daughter of Duke Glaster, believes her life is all planned out as she is set to marry Philip Cardiner, the rightful heir to the throne. However, her plans are disrupted when Philip's brother, William Cardiner, schemes against him and removes him from the line of succession. In order to secure his power, William forces Ange to marry Aiden Fitzroy, an illegitimate child born between the emperor and a commoner. Will Ange learn to love the humble stranger she was forced to marry?"
Falling in the Blue,sci-fi,SimzArt,1013701.0,141928,88300,9.3,2020.0,Tuesday,"Special delivery to planet Mars! Intergalactic delivery service Warp Inc. is expanding into the outerreaches, and someone has to drive the long-haul trips. But will two kids and a Kiwi bird in a broke-down spaceship really be able to make their delivery deadlines on time? And, more importantly, will they be able to uncover the sinister plot hidden inside their classic cardboard boxes before it's too late for them...and the universe?"
False Paradise,sci-fi,samchon,407227.0,51941,35030,9.68,,Tuesday,"High school student Sanho, blessed with extraordinary intuition, finds himself caught in a battle between monsters only he can see, nearly losing his life. He awakens in a world where monsters keep humans as pets. Now trapped as a pet himself, Sanho desperately searches for a way to escape and return home. Will he be able to find his way back home?"
Fantasy High,comedy,"Alex Brennan-Dent, Denaseey, Derek V. Song, Dimension 20, Nisaa, SZ, Starpiper, WmW",1135997.0,112909,168023,9.8,,Tuesday,"When girls at Aguefort Adventuring Academy go missing, six heroes who meet in detention band together to investigate their new high school for clues. This gang of self-anointed “Bad Kids” sets off on a wild journey, encountering vicious corn chowder and debaucherous wizards, among other perils that threaten their lives and the world they know and love. Based on the hit Dimension 20 show helmed by Brennan Lee Mulligan."
Fantasy Sketch - The Game,sci-fi,"Beom Sick Cheon, Jaekyeong Um, SICK",1673867.0,104695,53584,8.78,2017.0,Wednesday,This video game would take you to the bottom of the world.
Fast Forward,thriller,"Hong Jun Ki, Junki Hong, PORTO",7649873.0,1069182,254800,9.63,2021.0,Wednesday,"The final goal is to be the master of time. But in order to become the master, you must kill and steal. The universe has given powers to a select number of people. The only problem is, you can get your powers taken away... along with your life. The keepers of time will need to protect their powers or pay the ultimate price."
Fatal Reset,action,Godfrey_Narcisso,346332.0,25957,37521,9.22,,Tuesday,"Yohan Silang is on a mission of revenge to destroy the demon lords who massacred his village. In order to achieve his goals, he must rise through the ranks to become the most powerful Seeker in the land. The only thing that can stop him is death. Or can it? When dying is just another opportunity to grow stronger, Yohan will do whatever it takes to have his revenge."
Faust,supernatural,Arechan,9136758.0,616099,84885,7.99,2015.0,Sunday,"Your soul is the most valuable asset you own, and even if you don't want it, there are others who will gladly take it off your hands. This could happen to anyone, but we will follow the story of Gabriel, a young adult who, in his darkest hour, may have found a good use for the soul he didn't want any longer."
Fictional Skin,drama,Kris Nguyen,7675604.0,1049979,212245,9.78,2022.0,Monday,"Finn just wants to draw his comics in peace. Not everybody needs to know he’s a closeted nerd. But when his cousin, Vivi, claims that a video game character look-alike walked into her classroom, Finn's comics and personal life begin to take a strange turn."
Find My Crown,romance,MUTE,699124.0,48360,83052,8.48,,Thursday,"Ari is a headless grim reaper who has been guiding souls to the afterlife for hundreds of years. She has always felt unseen and unloved because no one can see her face. That all changes when she encounters Ucheol, a popular actor who can see her head and agrees to help her search for it. Will Ari find her missing head and reclaim her identity, finally freeing herself from a lifetime of loneliness? 
"
Finding Fiends,comedy,LizardxLizard,14290931.0,2014335,158659,9.74,2022.0,"Monday, Thursday","Finn wants nothing more than for his BooTube Series 'Finding Fiends' to reach the masses. And a “fiend"" he finds when he hits Dave with his car. Now with amnesia, Dave is convinced to join Finn’s crew in finding the paranormal. Hunting ghouls and cryptids should be easy for this dynamic duo: Finn being a cryptid expert and Dave being...the Mothman!"
Finding Wonderland,fantasy,"WmW, eon, roousuu",6608963.0,2700000,294107,9.53,2021.0,Wednesday,"In Wonderland, Alex is the Ace. When tasked with hunting down the nefarious Black Knave and his scourge of Nightmares, Alex begins to have visions of another world beyond: our world. In reality, Alex is a normal teen who has been placed in a dangerous simulation to draw out a scientist's lost son. And time is quickly running out."
Fingers,thriller,"Ssuljak, jeongsik Park",1663013.0,181070,70749,8.79,,Wednesday,"One finger in exchange for one hint -- this is the price to pay to solve the puzzle. Eight creators of an entertainment news app find themselves in a locked room after a drunken party to celebrate their success. They’re given a puzzle to solve by 7 AM the next morning, or else everyone dies. However, solving the puzzle isn’t easy. They’re desperately in need of hints, but at the cost of cutting off their fingers. Who is their mysterious assailant and can they escape in time?"
Firebrand,supernatural,"Claudia Aguirre, Jessica Chobot& Erika Lewis",5002486.0,317013,166912,8.91,2016.0,Friday,"Natali Presano never fit into her father's perfectly human world: politically ambitious, he turned his back on her just when she needed him most. Losing her mother to tragedy as a young child, Natali fled the safety of home into the arms of her aunt Selena, the mysterious guardian of a magical order waging a centuries-old war for survival in the mountains of Spain. 
  
 Natali, now in her 20s, has followed in her aunt's footsteps, becoming a powerful but rebellious witch in her own right. Returning to Seattle, she finds herself caught between a cruel modern world and the ancient evil threatening to destroy it."
Fist Wielder,action,Studio Ace Productions,1432222.0,185925,67367,9.11,,Thursday,"What's a teenager to do when transported from the suburbs into a monster-ridden world? Join the monster slayers, of course. Leinna's never stopped looking for her mom since she disappeared 10 years ago. So when she finds signs of her in the land of Roxaria, she's got to follow the trail, even if it means joining a war in the process. Armed with just her fists, Leinna's got a lot of leveling up to do!"
Flagbearer,action,Cyartlee,1316649.0,113915,64438,9.1,,Friday,"To hold a flag, to be a Flagbearer, means being known as the strongest, to live an absolute existence and be an absolute symbol. These are the values Sey remembers when he falls onto a new world. Not knowing anything except that a mysterious crystal-encased flag waits for him, the flag his father once held, he takes hold of it and ventures forth with a fated friend not knowing that the world will soon change as his tattered flag resurfaces onto a new era."
Flawed Almighty,supernatural,"Carnby Kim, RH Song",15759959.0,2246307,247438,9.6,2021.0,Monday,"Do good or go to hell. The conditions of his new curse seem simple enough for once-hopeful hoodlum Jeonji Kim. Or so it seems when his perky guardian angel shows up on his doorstep one day and heals his limp. But will simply going through the motions of helping people be enough to appease a petty god with a grudge?
"
Flawless,romance,Shinshinhye,25260975.0,2515281,404344,9.45,2021.0,Tuesday,"Sarah is a tough girl who prides herself for being independent. One day, after fending off several boys harassing her in the street, she meets Elios, a young blind man her age. She is immediately charmed by him, though he maintains an air of mystery. Has Sarah met her first love? Is everything what it seems?"
